DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter885,Hydrocortisone,DDInter1088,Loperamide,Unknown
DDInter885,Hydrocortisone,DDInter577,Dobutamine,Unknown
DDInter885,Hydrocortisone,DDInter1513,Prednisolone,Unknown
DDInter885,Hydrocortisone,DDInter989,Isosorbide dinitrate,Unknown
DDInter885,Hydrocortisone,DDInter1342,Ondansetron,Unknown
DDInter885,Hydrocortisone,DDInter1202,Metronidazole,Unknown
DDInter885,Hydrocortisone,DDInter1191,Methylprednisolone,Unknown
DDInter885,Hydrocortisone,DDInter506,Desloratadine,Unknown
DDInter885,Hydrocortisone,DDInter707,Ezetimibe,Unknown
DDInter885,Hydrocortisone,DDInter990,Isosorbide mononitrate,Unknown
DDInter885,Hydrocortisone,DDInter1533,Promethazine,Unknown
DDInter885,Hydrocortisone,DDInter1622,Rosuvastatin,Unknown
DDInter885,Hydrocortisone,DDInter611,Dutasteride,Unknown
DDInter885,Hydrocortisone,DDInter1559,Rabeprazole,Unknown
DDInter885,Hydrocortisone,DDInter272,Calcium chloride,Unknown
DDInter885,Hydrocortisone,DDInter1046,Levetiracetam,Unknown
DDInter885,Hydrocortisone,DDInter1197,Metoclopramide,Unknown
DDInter885,Hydrocortisone,DDInter1664,Sevoflurane,Unknown
DDInter885,Hydrocortisone,DDInter13,Acenocoumarol,Unknown
DDInter885,Hydrocortisone,DDInter402,Clobetasol,Unknown
DDInter885,Hydrocortisone,DDInter766,Fluticasone,Unknown
DDInter268,Calcitriol,DDInter1123,Mannitol,Unknown
DDInter771,Folic acid,DDInter1123,Mannitol,Unknown
DDInter670,Erythromycin,DDInter1123,Mannitol,Unknown
DDInter157,Azithromycin,DDInter1123,Mannitol,Unknown
DDInter825,Glimepiride,DDInter1123,Mannitol,Unknown
DDInter1460,Phenytoin,DDInter1123,Mannitol,Unknown
DDInter416,Clotrimazole,DDInter1123,Mannitol,Unknown
DDInter1200,Metoprolol,DDInter1123,Mannitol,Unknown
DDInter1066,Lidocaine,DDInter1123,Mannitol,Unknown
DDInter1244,Morphine,DDInter1123,Mannitol,Unknown
DDInter249,Bupivacaine,DDInter1123,Mannitol,Unknown
DDInter1474,Piperacillin,DDInter1123,Mannitol,Unknown
DDInter1326,Olanzapine,DDInter1123,Mannitol,Unknown
DDInter130,Atenolol,DDInter1123,Mannitol,Unknown
DDInter1340,Omeprazole,DDInter1123,Mannitol,Unknown
DDInter561,Diltiazem,DDInter1123,Mannitol,Unknown
DDInter1717,Sucralfate,DDInter1123,Mannitol,Unknown
DDInter79,Amlodipine,DDInter1123,Mannitol,Unknown
DDInter1295,Nimodipine,DDInter1123,Mannitol,Unknown
DDInter89,Ampicillin,DDInter1123,Mannitol,Unknown
DDInter48,Allopurinol,DDInter1123,Mannitol,Unknown
DDInter1022,Lansoprazole,DDInter1123,Mannitol,Unknown
DDInter1010,Ketorolac,DDInter1123,Mannitol,Unknown
DDInter336,Celecoxib,DDInter1123,Mannitol,Unknown
DDInter853,Haloperidol,DDInter1123,Mannitol,Unknown
DDInter1916,Vancomycin,DDInter1123,Mannitol,Unknown
DDInter384,Ciprofloxacin,DDInter1123,Mannitol,Unknown
DDInter1539,Propranolol,DDInter1123,Mannitol,Unknown
DDInter136,Atropine,DDInter1123,Mannitol,Unknown
DDInter1073,Linezolid,DDInter1123,Mannitol,Unknown
DDInter1287,Nicardipine,DDInter1123,Mannitol,Unknown
DDInter1515,Prednisone,DDInter1123,Mannitol,Unknown
DDInter1675,Simvastatin,DDInter1123,Mannitol,Unknown
DDInter1318,Nystatin,DDInter1123,Mannitol,Unknown
DDInter652,Epinephrine,DDInter1123,Mannitol,Unknown
DDInter1095,Losartan,DDInter1123,Mannitol,Unknown
DDInter1212,Midazolam,DDInter1123,Mannitol,Unknown
DDInter790,Furosemide,DDInter1123,Mannitol,Unknown
DDInter1304,Nitroglycerin,DDInter1123,Mannitol,Unknown
DDInter885,Hydrocortisone,DDInter1123,Mannitol,Unknown
DDInter1123,Mannitol,DDInter413,Clopidogrel,Unknown
DDInter1123,Mannitol,DDInter25,Acyclovir,Unknown
DDInter1123,Mannitol,DDInter722,Fentanyl,Unknown
DDInter1123,Mannitol,DDInter1538,Propofol,Unknown
DDInter1123,Mannitol,DDInter534,Diazepam,Unknown
DDInter1123,Mannitol,DDInter1088,Loperamide,Unknown
DDInter1123,Mannitol,DDInter1513,Prednisolone,Unknown
DDInter1123,Mannitol,DDInter1342,Ondansetron,Unknown
DDInter1123,Mannitol,DDInter1202,Metronidazole,Unknown
DDInter1123,Mannitol,DDInter712,Famotidine,Unknown
DDInter1123,Mannitol,DDInter20,Acetylsalicylic acid,Unknown
DDInter1123,Mannitol,DDInter1191,Methylprednisolone,Unknown
DDInter1123,Mannitol,DDInter791,Gabapentin,Unknown
DDInter1123,Mannitol,DDInter990,Isosorbide mononitrate,Unknown
DDInter1123,Mannitol,DDInter900,Ibuprofen,Unknown
DDInter1123,Mannitol,DDInter826,Glipizide,Unknown
DDInter1123,Mannitol,DDInter1533,Promethazine,Unknown
DDInter1123,Mannitol,DDInter133,Atorvastatin,Unknown
DDInter1123,Mannitol,DDInter769,Fluvastatin,Unknown
DDInter1123,Mannitol,DDInter856,Heparin,Unknown
DDInter1123,Mannitol,DDInter335,Cefuroxime,Unknown
DDInter1123,Mannitol,DDInter1291,Nifedipine,Unknown
DDInter1123,Mannitol,DDInter76,Amiodarone,Unknown
DDInter1123,Mannitol,DDInter305,Carvedilol,Unknown
DDInter1123,Mannitol,DDInter272,Calcium chloride,Unknown
DDInter1123,Mannitol,DDInter1325,Ofloxacin,Unknown
DDInter1123,Mannitol,DDInter1046,Levetiracetam,Unknown
DDInter1123,Mannitol,DDInter334,Ceftriaxone,Unknown
DDInter1123,Mannitol,DDInter1197,Metoclopramide,Unknown
DDInter1123,Mannitol,DDInter513,Dexamethasone,Unknown
DDInter1123,Mannitol,DDInter1664,Sevoflurane,Unknown
DDInter1123,Mannitol,DDInter314,Cefazolin,Unknown
DDInter1123,Mannitol,DDInter19,Acetylcysteine,Unknown
DDInter1066,Lidocaine,DDInter699,Etodolac,Unknown
DDInter1091,Loratadine,DDInter699,Etodolac,Unknown
DDInter699,Etodolac,DDInter1635,Salmeterol,Unknown
DDInter699,Etodolac,DDInter732,Fexofenadine,Unknown
DDInter699,Etodolac,DDInter506,Desloratadine,Unknown
DDInter699,Etodolac,DDInter776,Formoterol,Unknown
DDInter699,Etodolac,DDInter1533,Promethazine,Unknown
DDInter699,Etodolac,DDInter766,Fluticasone,Unknown
DDInter1066,Lidocaine,DDInter413,Clopidogrel,Unknown
DDInter1249,Mupirocin,DDInter413,Clopidogrel,Unknown
DDInter1091,Loratadine,DDInter413,Clopidogrel,Unknown
DDInter885,Hydrocortisone,DDInter413,Clopidogrel,Unknown
DDInter413,Clopidogrel,DDInter1513,Prednisolone,Unknown
DDInter413,Clopidogrel,DDInter1635,Salmeterol,Unknown
DDInter413,Clopidogrel,DDInter732,Fexofenadine,Unknown
DDInter413,Clopidogrel,DDInter506,Desloratadine,Unknown
DDInter413,Clopidogrel,DDInter776,Formoterol,Unknown
DDInter413,Clopidogrel,DDInter1277,Neomycin,Unknown
DDInter413,Clopidogrel,DDInter1533,Promethazine,Unknown
DDInter413,Clopidogrel,DDInter513,Dexamethasone,Unknown
DDInter413,Clopidogrel,DDInter766,Fluticasone,Unknown
DDInter1783,Tetracycline,DDInter766,Fluticasone,Unknown
DDInter1066,Lidocaine,DDInter25,Acyclovir,Unknown
DDInter343,Cetirizine,DDInter25,Acyclovir,Unknown
DDInter1249,Mupirocin,DDInter25,Acyclovir,Unknown
DDInter1091,Loratadine,DDInter25,Acyclovir,Unknown
DDInter885,Hydrocortisone,DDInter25,Acyclovir,Unknown
DDInter25,Acyclovir,DDInter1513,Prednisolone,Unknown
DDInter25,Acyclovir,DDInter1635,Salmeterol,Unknown
DDInter25,Acyclovir,DDInter732,Fexofenadine,Unknown
DDInter25,Acyclovir,DDInter506,Desloratadine,Unknown
DDInter25,Acyclovir,DDInter776,Formoterol,Unknown
DDInter25,Acyclovir,DDInter1277,Neomycin,Unknown
DDInter25,Acyclovir,DDInter1632,Salbutamol,Unknown
DDInter25,Acyclovir,DDInter900,Ibuprofen,Unknown
DDInter25,Acyclovir,DDInter1533,Promethazine,Unknown
DDInter25,Acyclovir,DDInter246,Budesonide,Unknown
DDInter25,Acyclovir,DDInter513,Dexamethasone,Unknown
DDInter25,Acyclovir,DDInter766,Fluticasone,Unknown
DDInter263,Caffeine,DDInter1266,Naproxen,Unknown
DDInter1066,Lidocaine,DDInter1266,Naproxen,Unknown
DDInter343,Cetirizine,DDInter1266,Naproxen,Unknown
DDInter1249,Mupirocin,DDInter1266,Naproxen,Unknown
DDInter1091,Loratadine,DDInter1266,Naproxen,Unknown
DDInter1266,Naproxen,DDInter1635,Salmeterol,Unknown
DDInter1266,Naproxen,DDInter732,Fexofenadine,Unknown
DDInter1266,Naproxen,DDInter506,Desloratadine,Unknown
DDInter1266,Naproxen,DDInter776,Formoterol,Unknown
DDInter1266,Naproxen,DDInter1632,Salbutamol,Unknown
DDInter1266,Naproxen,DDInter1533,Promethazine,Unknown
DDInter1266,Naproxen,DDInter766,Fluticasone,Unknown
DDInter1431,Perindopril,DDInter506,Desloratadine,Unknown
DDInter1431,Perindopril,DDInter766,Fluticasone,Unknown
DDInter885,Hydrocortisone,DDInter815,Gentamicin,Unknown
DDInter815,Gentamicin,DDInter1513,Prednisolone,Unknown
DDInter815,Gentamicin,DDInter1533,Promethazine,Unknown
DDInter1091,Loratadine,DDInter916,Indapamide,Unknown
DDInter916,Indapamide,DDInter506,Desloratadine,Unknown
DDInter916,Indapamide,DDInter766,Fluticasone,Unknown
DDInter1066,Lidocaine,DDInter722,Fentanyl,Unknown
DDInter1249,Mupirocin,DDInter722,Fentanyl,Unknown
DDInter1091,Loratadine,DDInter722,Fentanyl,Unknown
DDInter885,Hydrocortisone,DDInter722,Fentanyl,Unknown
DDInter722,Fentanyl,DDInter1513,Prednisolone,Unknown
DDInter722,Fentanyl,DDInter1635,Salmeterol,Unknown
DDInter722,Fentanyl,DDInter732,Fexofenadine,Unknown
DDInter722,Fentanyl,DDInter506,Desloratadine,Unknown
DDInter722,Fentanyl,DDInter776,Formoterol,Unknown
DDInter722,Fentanyl,DDInter1277,Neomycin,Unknown
DDInter722,Fentanyl,DDInter900,Ibuprofen,Unknown
DDInter722,Fentanyl,DDInter766,Fluticasone,Unknown
DDInter1249,Mupirocin,DDInter1143,Meloxicam,Unknown
DDInter1143,Meloxicam,DDInter1635,Salmeterol,Unknown
DDInter1143,Meloxicam,DDInter506,Desloratadine,Unknown
DDInter1143,Meloxicam,DDInter1533,Promethazine,Unknown
DDInter1143,Meloxicam,DDInter766,Fluticasone,Unknown
DDInter1538,Propofol,DDInter1277,Neomycin,Unknown
DDInter1538,Propofol,DDInter766,Fluticasone,Unknown
DDInter1066,Lidocaine,DDInter15,Acetazolamide,Unknown
DDInter343,Cetirizine,DDInter15,Acetazolamide,Unknown
DDInter15,Acetazolamide,DDInter732,Fexofenadine,Unknown
DDInter1249,Mupirocin,DDInter534,Diazepam,Unknown
DDInter1091,Loratadine,DDInter534,Diazepam,Unknown
DDInter885,Hydrocortisone,DDInter534,Diazepam,Unknown
DDInter534,Diazepam,DDInter1635,Salmeterol,Unknown
DDInter534,Diazepam,DDInter732,Fexofenadine,Unknown
DDInter534,Diazepam,DDInter506,Desloratadine,Unknown
DDInter534,Diazepam,DDInter776,Formoterol,Unknown
DDInter534,Diazepam,DDInter1277,Neomycin,Unknown
DDInter534,Diazepam,DDInter900,Ibuprofen,Unknown
DDInter534,Diazepam,DDInter766,Fluticasone,Unknown
DDInter1066,Lidocaine,DDInter309,Cefaclor,Unknown
DDInter343,Cetirizine,DDInter309,Cefaclor,Unknown
DDInter1091,Loratadine,DDInter309,Cefaclor,Unknown
DDInter885,Hydrocortisone,DDInter309,Cefaclor,Unknown
DDInter309,Cefaclor,DDInter1513,Prednisolone,Unknown
DDInter309,Cefaclor,DDInter1635,Salmeterol,Unknown
DDInter309,Cefaclor,DDInter732,Fexofenadine,Unknown
DDInter309,Cefaclor,DDInter506,Desloratadine,Unknown
DDInter309,Cefaclor,DDInter900,Ibuprofen,Unknown
DDInter309,Cefaclor,DDInter1533,Promethazine,Unknown
DDInter309,Cefaclor,DDInter513,Dexamethasone,Unknown
DDInter309,Cefaclor,DDInter766,Fluticasone,Unknown
DDInter1091,Loratadine,DDInter1088,Loperamide,Unknown
DDInter1088,Loperamide,DDInter1513,Prednisolone,Unknown
DDInter1088,Loperamide,DDInter1635,Salmeterol,Unknown
DDInter1088,Loperamide,DDInter506,Desloratadine,Unknown
DDInter1088,Loperamide,DDInter766,Fluticasone,Unknown
DDInter577,Dobutamine,DDInter766,Fluticasone,Unknown
DDInter1323,Octreotide,DDInter1513,Prednisolone,Unknown
DDInter1516,Pregabalin,DDInter1513,Prednisolone,Unknown
DDInter1834,Topiramate,DDInter1513,Prednisolone,Unknown
DDInter1717,Sucralfate,DDInter1513,Prednisolone,Unknown
DDInter1870,Trihexyphenidyl,DDInter1513,Prednisolone,Unknown
DDInter1529,Progesterone,DDInter1513,Prednisolone,Unknown
DDInter48,Allopurinol,DDInter1513,Prednisolone,Unknown
DDInter1874,Trimethoprim,DDInter1513,Prednisolone,Unknown
DDInter1916,Vancomycin,DDInter1513,Prednisolone,Unknown
DDInter315,Cefdinir,DDInter1513,Prednisolone,Unknown
DDInter998,Ivermectin,DDInter1513,Prednisolone,Unknown
DDInter1515,Prednisone,DDInter1513,Prednisolone,Unknown
DDInter1675,Simvastatin,DDInter1513,Prednisolone,Unknown
DDInter1318,Nystatin,DDInter1513,Prednisolone,Unknown
DDInter1822,Tobramycin,DDInter1513,Prednisolone,Unknown
DDInter1821,Tizanidine,DDInter1513,Prednisolone,Unknown
DDInter1745,Tamsulosin,DDInter1513,Prednisolone,Unknown
DDInter1605,Risperidone,DDInter1513,Prednisolone,Unknown
DDInter1783,Tetracycline,DDInter1513,Prednisolone,Unknown
DDInter1884,Tropicamide,DDInter1513,Prednisolone,Unknown
DDInter1538,Propofol,DDInter1513,Prednisolone,Unknown
DDInter1513,Prednisolone,DDInter1231,Misoprostol,Unknown
DDInter1513,Prednisolone,DDInter506,Desloratadine,Unknown
DDInter1513,Prednisolone,DDInter707,Ezetimibe,Unknown
DDInter1513,Prednisolone,DDInter1277,Neomycin,Unknown
DDInter1513,Prednisolone,DDInter990,Isosorbide mononitrate,Unknown
DDInter1513,Prednisolone,DDInter1533,Promethazine,Unknown
DDInter1513,Prednisolone,DDInter1622,Rosuvastatin,Unknown
DDInter1513,Prednisolone,DDInter611,Dutasteride,Unknown
DDInter1513,Prednisolone,DDInter1559,Rabeprazole,Unknown
DDInter1513,Prednisolone,DDInter272,Calcium chloride,Unknown
DDInter1513,Prednisolone,DDInter237,Brinzolamide,Unknown
DDInter1513,Prednisolone,DDInter1046,Levetiracetam,Unknown
DDInter1513,Prednisolone,DDInter1664,Sevoflurane,Unknown
DDInter1513,Prednisolone,DDInter326,Cefpodoxime,Unknown
DDInter1513,Prednisolone,DDInter13,Acenocoumarol,Unknown
DDInter1513,Prednisolone,DDInter402,Clobetasol,Unknown
DDInter1513,Prednisolone,DDInter766,Fluticasone,Unknown
DDInter1091,Loratadine,DDInter989,Isosorbide dinitrate,Unknown
DDInter1513,Prednisolone,DDInter989,Isosorbide dinitrate,Unknown
DDInter989,Isosorbide dinitrate,DDInter1635,Salmeterol,Unknown
DDInter989,Isosorbide dinitrate,DDInter766,Fluticasone,Unknown
DDInter1513,Prednisolone,DDInter1342,Ondansetron,Unknown
DDInter1342,Ondansetron,DDInter506,Desloratadine,Unknown
DDInter1342,Ondansetron,DDInter1277,Neomycin,Unknown
DDInter1342,Ondansetron,DDInter766,Fluticasone,Unknown
DDInter1249,Mupirocin,DDInter1202,Metronidazole,Unknown
DDInter1513,Prednisolone,DDInter1202,Metronidazole,Unknown
DDInter1202,Metronidazole,DDInter1635,Salmeterol,Unknown
DDInter1202,Metronidazole,DDInter506,Desloratadine,Unknown
DDInter1202,Metronidazole,DDInter1277,Neomycin,Unknown
DDInter1202,Metronidazole,DDInter766,Fluticasone,Unknown
DDInter1066,Lidocaine,DDInter712,Famotidine,Unknown
DDInter1249,Mupirocin,DDInter712,Famotidine,Unknown
DDInter1091,Loratadine,DDInter712,Famotidine,Unknown
DDInter885,Hydrocortisone,DDInter712,Famotidine,Unknown
DDInter1513,Prednisolone,DDInter712,Famotidine,Unknown
DDInter712,Famotidine,DDInter732,Fexofenadine,Unknown
DDInter712,Famotidine,DDInter506,Desloratadine,Unknown
DDInter712,Famotidine,DDInter766,Fluticasone,Unknown
DDInter1915,Valsartan,DDInter1635,Salmeterol,Unknown
DDInter1516,Pregabalin,DDInter1635,Salmeterol,Unknown
DDInter1834,Topiramate,DDInter1635,Salmeterol,Unknown
DDInter1717,Sucralfate,DDInter1635,Salmeterol,Unknown
DDInter1707,Spironolactone,DDInter1635,Salmeterol,Unknown
DDInter48,Allopurinol,DDInter1635,Salmeterol,Unknown
DDInter1916,Vancomycin,DDInter1635,Salmeterol,Unknown
DDInter315,Cefdinir,DDInter1635,Salmeterol,Unknown
DDInter1018,Lactulose,DDInter1635,Salmeterol,Unknown
DDInter1675,Simvastatin,DDInter1635,Salmeterol,Unknown
DDInter1318,Nystatin,DDInter1635,Salmeterol,Unknown
DDInter1822,Tobramycin,DDInter1635,Salmeterol,Unknown
DDInter1745,Tamsulosin,DDInter1635,Salmeterol,Unknown
DDInter1431,Perindopril,DDInter1635,Salmeterol,Unknown
DDInter1231,Misoprostol,DDInter1635,Salmeterol,Unknown
DDInter1635,Salmeterol,DDInter1759,Telmisartan,Unknown
DDInter1635,Salmeterol,DDInter506,Desloratadine,Unknown
DDInter1635,Salmeterol,DDInter707,Ezetimibe,Unknown
DDInter1635,Salmeterol,DDInter990,Isosorbide mononitrate,Unknown
DDInter1635,Salmeterol,DDInter1590,Rifampicin,Unknown
DDInter1635,Salmeterol,DDInter1622,Rosuvastatin,Unknown
DDInter1635,Salmeterol,DDInter611,Dutasteride,Unknown
DDInter1635,Salmeterol,DDInter1046,Levetiracetam,Unknown
DDInter1635,Salmeterol,DDInter326,Cefpodoxime,Unknown
DDInter1066,Lidocaine,DDInter20,Acetylsalicylic acid,Unknown
DDInter343,Cetirizine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1249,Mupirocin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1091,Loratadine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1635,Salmeterol,DDInter20,Acetylsalicylic acid,Unknown
DDInter20,Acetylsalicylic acid,DDInter732,Fexofenadine,Unknown
DDInter20,Acetylsalicylic acid,DDInter506,Desloratadine,Unknown
DDInter20,Acetylsalicylic acid,DDInter776,Formoterol,Unknown
DDInter20,Acetylsalicylic acid,DDInter1533,Promethazine,Unknown
DDInter20,Acetylsalicylic acid,DDInter766,Fluticasone,Unknown
DDInter1323,Octreotide,DDInter732,Fexofenadine,Unknown
DDInter771,Folic acid,DDInter732,Fexofenadine,Unknown
DDInter1509,Pravastatin,DDInter732,Fexofenadine,Unknown
DDInter1915,Valsartan,DDInter732,Fexofenadine,Unknown
DDInter1247,Moxifloxacin,DDInter732,Fexofenadine,Unknown
DDInter825,Glimepiride,DDInter732,Fexofenadine,Unknown
DDInter1098,Lovastatin,DDInter732,Fexofenadine,Unknown
DDInter1516,Pregabalin,DDInter732,Fexofenadine,Unknown
DDInter1200,Metoprolol,DDInter732,Fexofenadine,Unknown
DDInter1834,Topiramate,DDInter732,Fexofenadine,Unknown
DDInter1066,Lidocaine,DDInter732,Fexofenadine,Unknown
DDInter11,Acarbose,DDInter732,Fexofenadine,Unknown
DDInter1244,Morphine,DDInter732,Fexofenadine,Unknown
DDInter1164,Metformin,DDInter732,Fexofenadine,Unknown
DDInter1326,Olanzapine,DDInter732,Fexofenadine,Unknown
DDInter1340,Omeprazole,DDInter732,Fexofenadine,Unknown
DDInter1717,Sucralfate,DDInter732,Fexofenadine,Unknown
DDInter1809,Timolol,DDInter732,Fexofenadine,Unknown
DDInter1529,Progesterone,DDInter732,Fexofenadine,Unknown
DDInter1249,Mupirocin,DDInter732,Fexofenadine,Unknown
DDInter1505,Pramipexole,DDInter732,Fexofenadine,Unknown
DDInter1707,Spironolactone,DDInter732,Fexofenadine,Unknown
DDInter1172,Methocarbamol,DDInter732,Fexofenadine,Unknown
DDInter48,Allopurinol,DDInter732,Fexofenadine,Unknown
DDInter1874,Trimethoprim,DDInter732,Fexofenadine,Unknown
DDInter1022,Lansoprazole,DDInter732,Fexofenadine,Unknown
DDInter1091,Loratadine,DDInter732,Fexofenadine,Unknown
DDInter1254,Nabumetone,DDInter732,Fexofenadine,Unknown
DDInter1010,Ketorolac,DDInter732,Fexofenadine,Unknown
DDInter758,Fluoxetine,DDInter732,Fexofenadine,Unknown
DDInter1961,Zidovudine,DDInter732,Fexofenadine,Unknown
DDInter853,Haloperidol,DDInter732,Fexofenadine,Unknown
DDInter1607,Ritonavir,DDInter732,Fexofenadine,Unknown
DDInter1916,Vancomycin,DDInter732,Fexofenadine,Unknown
DDInter315,Cefdinir,DDInter732,Fexofenadine,Unknown
DDInter1539,Propranolol,DDInter732,Fexofenadine,Unknown
DDInter1018,Lactulose,DDInter732,Fexofenadine,Unknown
DDInter1073,Linezolid,DDInter732,Fexofenadine,Unknown
DDInter998,Ivermectin,DDInter732,Fexofenadine,Unknown
DDInter1515,Prednisone,DDInter732,Fexofenadine,Unknown
DDInter1675,Simvastatin,DDInter732,Fexofenadine,Unknown
DDInter1318,Nystatin,DDInter732,Fexofenadine,Unknown
DDInter1095,Losartan,DDInter732,Fexofenadine,Unknown
DDInter1822,Tobramycin,DDInter732,Fexofenadine,Unknown
DDInter790,Furosemide,DDInter732,Fexofenadine,Unknown
DDInter1821,Tizanidine,DDInter732,Fexofenadine,Unknown
DDInter1745,Tamsulosin,DDInter732,Fexofenadine,Unknown
DDInter1019,Lamivudine,DDInter732,Fexofenadine,Unknown
DDInter1079,Lisinopril,DDInter732,Fexofenadine,Unknown
DDInter1304,Nitroglycerin,DDInter732,Fexofenadine,Unknown
DDInter1605,Risperidone,DDInter732,Fexofenadine,Unknown
DDInter885,Hydrocortisone,DDInter732,Fexofenadine,Unknown
DDInter1783,Tetracycline,DDInter732,Fexofenadine,Unknown
DDInter1431,Perindopril,DDInter732,Fexofenadine,Unknown
DDInter815,Gentamicin,DDInter732,Fexofenadine,Unknown
DDInter916,Indapamide,DDInter732,Fexofenadine,Unknown
DDInter1143,Meloxicam,DDInter732,Fexofenadine,Unknown
DDInter1538,Propofol,DDInter732,Fexofenadine,Unknown
DDInter1088,Loperamide,DDInter732,Fexofenadine,Unknown
DDInter1513,Prednisolone,DDInter732,Fexofenadine,Unknown
DDInter989,Isosorbide dinitrate,DDInter732,Fexofenadine,Unknown
DDInter1342,Ondansetron,DDInter732,Fexofenadine,Unknown
DDInter1202,Metronidazole,DDInter732,Fexofenadine,Unknown
DDInter1231,Misoprostol,DDInter732,Fexofenadine,Unknown
DDInter1635,Salmeterol,DDInter732,Fexofenadine,Unknown
DDInter732,Fexofenadine,DDInter986,Isoniazid,Unknown
DDInter732,Fexofenadine,DDInter1191,Methylprednisolone,Unknown
DDInter732,Fexofenadine,DDInter1759,Telmisartan,Unknown
DDInter732,Fexofenadine,DDInter506,Desloratadine,Unknown
DDInter732,Fexofenadine,DDInter1185,Methyldopa,Unknown
DDInter732,Fexofenadine,DDInter707,Ezetimibe,Unknown
DDInter732,Fexofenadine,DDInter776,Formoterol,Unknown
DDInter732,Fexofenadine,DDInter1277,Neomycin,Unknown
DDInter732,Fexofenadine,DDInter791,Gabapentin,Unknown
DDInter732,Fexofenadine,DDInter883,Hydrochlorothiazide,Unknown
DDInter732,Fexofenadine,DDInter1009,Ketoprofen,Unknown
DDInter732,Fexofenadine,DDInter990,Isosorbide mononitrate,Unknown
DDInter732,Fexofenadine,DDInter972,Irbesartan,Unknown
DDInter732,Fexofenadine,DDInter900,Ibuprofen,Unknown
